index_date,index_place,index_product,index_value,base_volume,base_amount,base_trades
2023-02-09,DAL,DTM,0.0,0,0,0
2023-02-09,DAL,DTZ,51498.0,10660,548965950,132
2023-02-09,DAL,MZT,15241.0,2860,43588935,44
2023-02-09,DAL,PRM,39523.0,3000,118569540,36
2023-02-09,DAL,REG,36620.0,4380,160394460,59
2023-02-09,DAL,TRD,65423.0,975,63787750,11
2023-02-09,EVR,DTL,43104.0,5520,237935945,41
2023-02-09,EVR,DTM,42163.0,23530,992089735,223
2023-02-09,EVR,DTZ,44215.0,9750,431091635,101
2023-02-09,EVR,MZT,7243.0,3315,24009570,37
2023-02-09,EVR,PRM,38951.0,8302,323373142,101
2023-02-09,EVR,REG,34793.0,11663,405792598,140
2023-02-09,EVR,SUG,6497.0,1281,8322200,34
2023-02-09,EVR,TRD,68235.0,0,0,0
2023-02-09,SIB,DTL,43978.0,4070,178991250,32
2023-02-09,SIB,DTM,42125.0,6370,268338460,68
2023-02-09,SIB,DTZ,49163.0,10790,530469095,126
2023-02-09,SIB,MZT,11960.0,2730,32650670,41
2023-02-09,SIB,PRM,38163.0,3960,151124520,50
2023-02-09,SIB,REG,34697.0,7920,274799220,95
2023-02-09,SIB,SUG,2891.0,6682,19317739,111
2023-02-09,SIB,TRD,65376.0,1035,67663750,12
2023-02-10,DAL,DTL,60052.0,0,0,0
2023-02-10,DAL,DTM,0.0,0,0,0
2023-02-10,DAL,DTZ,50590.0,10530,532712440,119
2023-02-10,DAL,MZT,15997.0,2340,37433305,26
2023-02-10,DAL,PRM,39397.0,3300,130010040,40
2023-02-10,DAL,REG,36505.0,4800,175223040,51
2023-02-10,DAL,TRD,65225.0,1300,84792500,13
2023-02-10,EVR,DTL,44020.0,8430,371092530,56
2023-02-10,EVR,DTM,42594.0,18655,794584635,183
2023-02-10,EVR,DTZ,44599.0,10465,466727300,87
2023-02-10,EVR,MZT,7098.0,4095,29067610,50
2023-02-10,EVR,PRM,38400.0,7689,295255218,102
2023-02-10,EVR,REG,34655.0,13610,471660177,153
2023-02-10,EVR,SUG,6199.0,1304,8083200,33
2023-02-10,EVR,TRD,67912.0,1755,119185950,11
2023-02-10,SIB,DTL,44637.0,3950,176315550,34
2023-02-10,SIB,DTM,41706.0,7085,295489155,66
2023-02-10,SIB,DTZ,47710.0,11375,542701965,117
2023-02-10,SIB,MZT,12218.0,2145,26207025,25
2023-02-10,SIB,PRM,38002.0,4680,177850800,61
2023-02-10,SIB,REG,34506.0,8220,283638000,82
2023-02-10,SIB,SUG,2842.0,5979,16992640,111
2023-02-10,SIB,TRD,65068.0,1545,100530000,15
2023-02-13,DAL,DTL,60052.0,0,0,0
2023-02-13,DAL,DTM,0.0,0,0,0
2023-02-13,DAL,DTZ,50935.0,10530,536343145,122
2023-02-13,DAL,MZT,14284.0,1820,25997140,24
2023-02-13,DAL,PRM,39557.0,3060,121042920,39
2023-02-13,DAL,REG,36515.0,4920,179653080,61
2023-02-13,DAL,TRD,65417.0,585,38268750,7
2023-02-13,EVR,DTL,44586.0,8655,385890050,58
2023-02-13,EVR,DTM,42966.0,20410,876944055,206
2023-02-13,EVR,DTZ,44299.0,9685,429033085,90
2023-02-13,EVR,MZT,6894.0,4030,27782560,45
2023-02-13,EVR,PRM,38657.0,8600,332454452,102
2023-02-13,EVR,REG,34934.0,14504,506688935,179
2023-02-13,EVR,SUG,5889.0,1000,5889268,27
2023-02-13,EVR,TRD,67912.0,0,0,0
2023-02-13,SIB,DTL,45004.0,4510,202970010,36
2023-02-13,SIB,DTM,42493.0,6240,265155605,72
2023-02-13,SIB,DTZ,47890.0,12090,578988800,126
2023-02-13,SIB,MZT,12217.0,2145,26205270,28
2023-02-13,SIB,PRM,38135.0,4260,162454260,55
2023-02-13,SIB,REG,34562.0,9060,313135860,100
2023-02-13,SIB,SUG,2843.0,5603,15927330,119
2023-02-13,SIB,TRD,65417.0,585,38268750,7
2023-02-14,DAL,DTL,60052.0,0,0,0
2023-02-14,DAL,DTM,0.0,0,0,0
2023-02-14,DAL,DTZ,52101.0,10465,545236250,148
2023-02-14,DAL,MZT,17250.0,2665,45972225,29
2023-02-14,DAL,PRM,40250.0,3120,125579700,39
2023-02-14,DAL,REG,37040.0,5340,197791860,60
2023-02-14,DAL,TRD,64636.0,1170,75624250,13
2023-02-14,EVR,DTL,44423.0,6715,298302250,45
2023-02-14,EVR,DTM,43858.0,20670,906546940,217
2023-02-14,EVR,DTZ,44421.0,9230,410009860,102
2023-02-14,EVR,MZT,7104.0,5850,41558400,53
2023-02-14,EVR,PRM,39535.0,9021,356645245,112
2023-02-14,EVR,REG,35895.0,15586,559453687,190
2023-02-14,EVR,SUG,6551.0,1523,9977080,38
2023-02-14,EVR,TRD,66432.0,6820,453066450,17
2023-02-14,SIB,DTL,45356.0,3600,163281180,35
2023-02-14,SIB,DTM,43377.0,6695,290406870,81
2023-02-14,SIB,DTZ,49898.0,10530,525430490,148
2023-02-14,SIB,MZT,12780.0,2015,25751180,24
2023-02-14,SIB,PRM,38902.0,4380,170389740,53
2023-02-14,SIB,REG,35004.0,10200,357038700,107
2023-02-14,SIB,SUG,2627.0,6460,16970111,114
2023-02-14,SIB,TRD,64636.0,1170,75624250,13
2023-02-15,DAL,DTL,60052.0,0,0,0
2023-02-15,DAL,DTM,0.0,0,0,0
2023-02-15,DAL,DTZ,52959.0,10400,550772560,131
2023-02-15,DAL,MZT,14056.0,1170,16445845,18
2023-02-15,DAL,PRM,41135.0,3120,128340120,36
2023-02-15,DAL,REG,37750.0,4860,183466740,54
2023-02-15,DAL,TRD,64323.0,845,54353000,11
2023-02-15,EVR,DTL,44268.0,6595,291949850,43
2023-02-15,EVR,DTM,44145.0,21125,932571770,227
2023-02-15,EVR,DTZ,45039.0,9230,415707890,96
2023-02-15,EVR,MZT,7021.0,4095,28751125,54
2023-02-15,EVR,PRM,40361.0,8231,332213140,113
2023-02-15,EVR,REG,36776.0,15052,553553845,166
2023-02-15,EVR,SUG,6219.0,1168,7263808,31
2023-02-15,EVR,TRD,65882.0,7470,492141825,17
2023-02-15,SIB,DTL,45450.0,3980,180890045,29
2023-02-15,SIB,DTM,44012.0,6890,303242160,72
2023-02-15,SIB,DTZ,50413.0,10855,547236105,126
2023-02-15,SIB,MZT,11163.0,1495,16689270,22
2023-02-15,SIB,PRM,39659.0,4380,173704260,54
2023-02-15,SIB,REG,36054.0,8100,292040280,85
2023-02-15,SIB,SUG,2093.0,8270,17305311,159
2023-02-15,SIB,TRD,64032.0,1025,65633000,14
2023-02-16,DAL,DTL,60052.0,0,0,0
2023-02-16,DAL,DTM,0.0,0,0,0
2023-02-16,DAL,DTZ,52995.0,10335,547708200,125
2023-02-16,DAL,MZT,13070.0,1950,25485850,29
2023-02-16,DAL,PRM,41406.0,2640,109312020,35
2023-02-16,DAL,REG,38473.0,4140,159276660,57
2023-02-16,DAL,TRD,64323.0,0,0,0
2023-02-16,EVR,DTL,44301.0,8520,377441550,60
2023-02-16,EVR,DTM,44472.0,16770,745802200,183
2023-02-16,EVR,DTZ,45304.0,6045,273861250,70
2023-02-16,EVR,MZT,7207.0,5265,37943685,45
2023-02-16,EVR,PRM,41030.0,7324,300504698,98
2023-02-16,EVR,REG,37465.0,14008,524806845,162
2023-02-16,EVR,SUG,6515.0,1888,12299870,46
2023-02-16,EVR,TRD,67145.0,3380,226949125,18
2023-02-16,SIB,DTL,45801.0,4505,206335310,42
2023-02-16,SIB,DTM,44295.0,6045,267764640,68
2023-02-16,SIB,DTZ,50759.0,10270,521294280,119
2023-02-16,SIB,MZT,10724.0,2730,29276000,33
2023-02-16,SIB,PRM,39952.0,3840,153417240,50
2023-02-16,SIB,REG,36363.0,9120,331633620,99
2023-02-16,SIB,SUG,2417.0,6573,15888014,117
2023-02-16,SIB,TRD,64032.0,0,0,0
2023-02-17,DAL,DTL,60052.0,0,0,0
2023-02-17,DAL,DTM,0.0,0,0,0
2023-02-17,DAL,DTZ,53379.0,8450,451048975,124
2023-02-17,DAL,MZT,14919.0,2665,39760305,35
2023-02-17,DAL,PRM,41195.0,2580,106282380,25
2023-02-17,DAL,REG,38219.0,3840,146759160,40
2023-02-17,DAL,TRD,63564.0,1235,78502125,13
2023-02-17,EVR,DTL,44480.0,7270,323369470,59
2023-02-17,EVR,DTM,44574.0,19695,877894095,191
2023-02-17,EVR,DTZ,45027.0,9555,430236885,100
2023-02-17,EVR,MZT,6903.0,3705,25576330,35
2023-02-17,EVR,PRM,41731.0,7992,333518135,99
2023-02-17,EVR,REG,38362.0,16663,639220286,179
2023-02-17,EVR,SUG,7307.0,1819,13292240,44
2023-02-17,EVR,TRD,67262.0,2730,183624220,12
2023-02-17,SIB,DTL,45945.0,5155,236845035,42
2023-02-17,SIB,DTM,44721.0,7410,331379035,67
2023-02-17,SIB,DTZ,50782.0,9035,458815240,124
2023-02-17,SIB,MZT,12339.0,2665,32883240,36
2023-02-17,SIB,PRM,40527.0,4020,162918240,44
2023-02-17,SIB,REG,37115.0,8280,307314600,81
2023-02-17,SIB,SUG,2835.0,6255,17730598,143
2023-02-17,SIB,TRD,63342.0,1355,85828125,15
2023-02-20,DAL,DTL,60052.0,0,0,0
2023-02-20,DAL,DTM,0.0,0,0,0
2023-02-20,DAL,DTZ,55193.0,6500,358756320,93
2023-02-20,DAL,MZT,15508.0,2470,38304370,29
2023-02-20,DAL,PRM,42701.0,2700,115291560,38
2023-02-20,DAL,REG,40411.0,5040,203671980,66
2023-02-20,DAL,TRD,63564.0,0,0,0
2023-02-20,EVR,DTL,44696.0,6490,290079555,59
2023-02-20,EVR,DTM,45198.0,22685,1025320465,246
2023-02-20,EVR,DTZ,45361.0,7085,321386195,75
2023-02-20,EVR,MZT,6874.0,4160,28596425,40
2023-02-20,EVR,PRM,42538.0,7518,319800858,104
2023-02-20,EVR,REG,39291.0,16786,659542671,211
2023-02-20,EVR,SUG,8153.0,1350,11006134,37
2023-02-20,EVR,TRD,66521.0,2275,151334300,13
2023-02-20,SIB,DTL,46681.0,4005,186958730,38
2023-02-20,SIB,DTM,45877.0,7475,342933890,89
2023-02-20,SIB,DTZ,52578.0,6825,358843615,96
2023-02-20,SIB,MZT,12292.0,2405,29562000,28
2023-02-20,SIB,PRM,41425.0,3540,146644680,52
2023-02-20,SIB,REG,38202.0,8700,332356200,103
2023-02-20,SIB,SUG,3243.0,6694,21705653,139
2023-02-20,SIB,TRD,62338.0,950,59221000,9
2023-02-21,DAL,DTL,60052.0,0,0,0
2023-02-21,DAL,DTM,0.0,0,0,0
2023-02-21,DAL,DTZ,57042.0,4160,237294980,57
2023-02-21,DAL,MZT,17290.0,2405,41583100,23
2023-02-21,DAL,PRM,43379.0,2580,111918900,29
2023-02-21,DAL,REG,40761.0,4680,190759980,51
2023-02-21,DAL,TRD,62498.0,1495,93434250,13
2023-02-21,EVR,DTL,46015.0,8870,408154430,69
2023-02-21,EVR,DTM,46034.0,22360,1029322905,261
2023-02-21,EVR,DTZ,46455.0,7605,353287610,93
2023-02-21,EVR,MZT,7417.0,5525,40977885,49
2023-02-21,EVR,PRM,43793.0,7756,339658896,102
2023-02-21,EVR,REG,40387.0,17332,699983362,206
2023-02-21,EVR,SUG,7253.0,449,3256600,11
2023-02-21,EVR,TRD,66521.0,0,0,0
2023-02-21,SIB,DTL,47299.0,4855,229637870,41
2023-02-21,SIB,DTM,46424.0,8645,401333075,104
2023-02-21,SIB,DTZ,52502.0,4875,255945820,65
2023-02-21,SIB,MZT,12874.0,2600,33471750,22
2023-02-21,SIB,PRM,42230.0,3480,146959740,41
2023-02-21,SIB,REG,39214.0,9240,362333820,96
2023-02-21,SIB,SUG,4112.0,4261,17522621,71
2023-02-21,SIB,TRD,62148.0,1740,108137250,16
2023-02-22,DAL,DTL,60052.0,0,0,0
2023-02-22,DAL,DTM,0.0,0,0,0
2023-02-22,DAL,DTZ,58539.0,4160,243520875,54
2023-02-22,DAL,MZT,14313.0,2275,32561945,24
2023-02-22,DAL,PRM,44318.0,2580,114340800,31
2023-02-22,DAL,REG,41775.0,4620,192999060,49
2023-02-22,DAL,TRD,61889.0,1430,88501010,10
2023-02-22,EVR,DTL,46478.0,9185,426899205,77
2023-02-22,EVR,DTM,46869.0,21385,1002299870,237
2023-02-22,EVR,DTZ,47544.0,8190,389387960,93
2023-02-22,EVR,MZT,7485.0,4940,36977785,63
2023-02-22,EVR,PRM,44999.0,8972,403727132,128
2023-02-22,EVR,REG,41502.0,15038,624108085,197
2023-02-22,EVR,SUG,9419.0,1897,17867026,52
2023-02-22,EVR,TRD,66521.0,0,0,0
2023-02-22,SIB,DTL,48035.0,4835,232251195,43
2023-02-22,SIB,DTM,47375.0,8710,412636250,111
2023-02-22,SIB,DTZ,54537.0,4420,241054775,57
2023-02-22,SIB,MZT,13285.0,2665,35403745,29
2023-02-22,SIB,PRM,43008.0,3900,167732040,52
2023-02-22,SIB,REG,40422.0,9420,380777340,103
2023-02-22,SIB,SUG,3784.0,9642,36480832,214
2023-02-22,SIB,TRD,61616.0,1675,103207010,14
2023-02-27,DAL,DTL,60052.0,0,0,0
2023-02-27,DAL,DTM,0.0,0,0,0
2023-02-27,DAL,DTZ,60326.0,3965,239192265,52
2023-02-27,DAL,MZT,14528.0,2860,41549040,30
2023-02-27,DAL,PRM,45146.0,2640,119185980,33
2023-02-27,DAL,REG,42676.0,4320,184360260,46
2023-02-27,DAL,TRD,62145.0,1430,88868000,13
2023-02-27,EVR,DTL,47174.0,5920,279271785,55
2023-02-27,EVR,DTM,47722.0,19890,949186420,200
2023-02-27,EVR,DTZ,48241.0,7865,379419040,82
2023-02-27,EVR,MZT,7465.0,4745,35420125,48
2023-02-27,EVR,PRM,45637.0,7330,334516286,89
2023-02-27,EVR,REG,42261.0,13046,551333989,165
2023-02-27,EVR,SUG,9091.0,1134,10309444,31
2023-02-27,EVR,TRD,66521.0,0,0,0
2023-02-27,SIB,DTL,49017.0,4470,219107990,39
2023-02-27,SIB,DTM,48581.0,8710,423144280,98
2023-02-27,SIB,DTZ,56015.0,4160,233021295,50
2023-02-27,SIB,MZT,12113.0,2925,35430590,34
2023-02-27,SIB,PRM,43569.0,4020,175148400,52
2023-02-27,SIB,REG,41267.0,8400,346643820,90
2023-02-27,SIB,SUG,3959.0,8478,33562220,170
2023-02-27,SIB,TRD,61602.0,1975,121664000,18
2023-02-28,DAL,DTL,60052.0,0,0,0
2023-02-28,DAL,DTM,0.0,0,0,0
2023-02-28,DAL,DTZ,61473.0,4160,255729240,55
2023-02-28,DAL,MZT,15861.0,3250,51549615,32
2023-02-28,DAL,PRM,46327.0,2580,119524140,30
2023-02-28,DAL,REG,45231.0,5220,236103480,58
2023-02-28,DAL,TRD,62143.0,1430,88864750,21
2023-02-28,EVR,DTL,47527.0,6190,294191370,42
2023-02-28,EVR,DTM,48309.0,21905,1058211115,225
2023-02-28,EVR,DTZ,48973.0,7670,375621740,77
2023-02-28,EVR,MZT,7476.0,4680,34988525,52
2023-02-28,EVR,PRM,46156.0,7573,349535681,92
2023-02-28,EVR,REG,42979.0,13099,562979079,164
2023-02-28,EVR,SUG,7850.0,1007,7904700,26
2023-02-28,EVR,TRD,66521.0,0,0,0
2023-02-28,SIB,DTL,49431.0,4475,221203460,30
2023-02-28,SIB,DTM,49379.0,8710,430092065,93
2023-02-28,SIB,DTZ,57703.0,4420,255047585,56
2023-02-28,SIB,MZT,13509.0,3055,41270970,29
2023-02-28,SIB,PRM,44566.0,3840,171131880,45
2023-02-28,SIB,REG,42054.0,9360,393628860,100
2023-02-28,SIB,SUG,3155.0,7436,23462024,154
2023-02-28,SIB,TRD,61855.0,1675,103606750,25
2023-03-01,DAL,DTL,60052.0,0,0,0
2023-03-01,DAL,DTM,0.0,0,0,0
2023-03-01,DAL,DTZ,64903.0,3510,227808425,53
2023-03-01,DAL,MZT,17835.0,2730,48690070,30
2023-03-01,DAL,PRM,47443.0,2220,105322620,25
2023-03-01,DAL,REG,44662.0,3600,160783440,40
2023-03-01,DAL,TRD,62231.0,1040,64720500,10
2023-03-01,EVR,DTL,48282.0,5390,260242130,40
2023-03-01,EVR,DTM,48645.0,20020,973872055,214
2023-03-01,EVR,DTZ,49621.0,9555,474132620,80
2023-03-01,EVR,MZT,7759.0,4940,38328745,44
2023-03-01,EVR,PRM,47113.0,7576,356930260,102
2023-03-01,EVR,REG,44092.0,13467,593781204,164
2023-03-01,EVR,SUG,7653.0,1860,14235434,53
2023-03-01,EVR,TRD,66521.0,0,0,0
2023-03-01,SIB,DTL,51037.0,4950,252634975,36
2023-03-01,SIB,DTM,48461.0,8125,393743285,88
2023-03-01,SIB,DTZ,61105.0,3445,210505230,52
2023-03-01,SIB,MZT,13213.0,3380,44658965,32
2023-03-01,SIB,PRM,45534.0,3180,144797700,38
2023-03-01,SIB,REG,43304.0,7500,324780360,82
2023-03-01,SIB,SUG,3072.0,7625,23424391,131
2023-03-01,SIB,TRD,61882.0,1285,79518560,14
2023-03-02,DAL,DTL,60052.0,0,0,0
2023-03-02,DAL,DTM,0.0,0,0,0
2023-03-02,DAL,DTZ,66950.0,3510,234995670,54
2023-03-02,DAL,MZT,17783.0,2145,38145250,27
2023-03-02,DAL,PRM,48646.0,2040,99237300,23
2023-03-02,DAL,REG,45803.0,3240,148402320,36
2023-03-02,DAL,TRD,62434.0,1040,64931750,11
2023-03-02,EVR,DTL,49054.0,5960,292363860,40
2023-03-02,EVR,DTM,49622.0,19370,961173785,192
2023-03-02,EVR,DTZ,50231.0,7280,365683110,62
2023-03-02,EVR,MZT,7967.0,5200,41428790,48
2023-03-02,EVR,PRM,48398.0,7453,360710269,87
2023-03-02,EVR,REG,45134.0,12576,567605928,156
2023-03-02,EVR,SUG,7630.0,1929,14717720,55
2023-03-02,EVR,TRD,66877.0,1300,86940100,8
2023-03-02,SIB,DTL,51783.0,4790,248039420,28
2023-03-02,SIB,DTM,49945.0,9360,467489230,88
2023-03-02,SIB,DTZ,62860.0,3445,216553805,50
2023-03-02,SIB,MZT,12532.0,2600,32583980,29
2023-03-02,SIB,PRM,46397.0,3000,139191900,33
2023-03-02,SIB,REG,44188.0,11340,501087180,98
2023-03-02,SIB,SUG,2639.0,8559,22583363,215
2023-03-02,SIB,TRD,62156.0,1285,79870750,15
2023-03-03,DAL,DTL,60052.0,0,0,0
2023-03-03,DAL,DTM,0.0,0,0,0
2023-03-03,DAL,DTZ,68766.0,3510,241366970,54
2023-03-03,DAL,MZT,17438.0,1885,32870955,21
2023-03-03,DAL,PRM,50281.0,2280,114640320,27
2023-03-03,DAL,REG,47109.0,3300,155458500,39
2023-03-03,DAL,TRD,62664.0,1040,65170755,10
2023-03-03,EVR,DTL,50166.0,5930,297486900,43
2023-03-03,EVR,DTM,51104.0,19175,979915755,180
2023-03-03,EVR,DTZ,50652.0,7215,365452100,69
2023-03-03,EVR,MZT,8215.0,4160,34173230,38
2023-03-03,EVR,PRM,49596.0,7697,381738073,94
2023-03-03,EVR,REG,46604.0,13417,625284650,157
2023-03-03,EVR,SUG,8751.0,1657,14499916,47
2023-03-03,EVR,TRD,66877.0,0,0,0
2023-03-03,SIB,DTL,52332.0,4960,259567605,41
2023-03-03,SIB,DTM,51883.0,8385,435036680,81
2023-03-03,SIB,DTZ,62941.0,3900,245468405,54
2023-03-03,SIB,MZT,14561.0,1885,27447420,22
2023-03-03,SIB,PRM,47554.0,3000,142661880,34
2023-03-03,SIB,REG,45806.0,8400,384770880,88
2023-03-03,SIB,SUG,4447.0,7991,35539808,171
2023-03-03,SIB,TRD,62549.0,1225,76622755,13
2023-03-06,DAL,DTL,60052.0,0,0,0
2023-03-06,DAL,DTM,0.0,0,0,0
2023-03-06,DAL,DTZ,70873.0,3965,281010470,61
2023-03-06,DAL,MZT,18181.0,1755,31907460,21
2023-03-06,DAL,PRM,51550.0,2220,114441360,24
2023-03-06,DAL,REG,48407.0,3240,156839820,41
2023-03-06,DAL,TRD,62904.0,1040,65420290,10
2023-03-06,EVR,DTL,51308.0,5430,278602600,42
2023-03-06,EVR,DTM,51873.0,19435,1008151885,222
2023-03-06,EVR,DTZ,51348.0,7800,400510955,80
2023-03-06,EVR,MZT,8362.0,4420,36961145,43
2023-03-06,EVR,PRM,50859.0,7576,385306062,97
2023-03-06,EVR,REG,47710.0,13246,631972290,167
2023-03-06,EVR,SUG,9879.0,1932,19086928,55
2023-03-06,EVR,TRD,66877.0,0,0,0
2023-03-06,SIB,DTL,53349.0,4825,257409490,35
2023-03-06,SIB,DTM,52355.0,8190,428785500,95
2023-03-06,SIB,DTZ,64195.0,4745,304602935,62
2023-03-06,SIB,MZT,13218.0,2145,28351960,23
2023-03-06,SIB,PRM,48693.0,3000,146080380,31
2023-03-06,SIB,REG,47238.0,7860,371293380,84
2023-03-06,SIB,SUG,4166.0,8403,35005388,179
2023-03-06,SIB,TRD,62861.0,1285,80775790,14
2023-03-07,DAL,DTL,60052.0,0,0,0
2023-03-07,DAL,DTM,0.0,0,0,0
2023-03-07,DAL,DTZ,70489.0,3835,270326810,50
2023-03-07,DAL,MZT,18647.0,2015,37574355,23
