index_date,index_place,index_product,index_value,base_volume,base_amount,base_trades
2023-02-15,DAL,DTL,60052.0,0,0,0
2023-02-15,DAL,DTM,0.0,0,0,0
2023-02-15,DAL,DTZ,52959.0,10400,550772560,131
2023-02-15,EVR,DTL,44268.0,6595,291949850,43
2023-02-15,EVR,DTM,44145.0,21125,932571770,227
2023-02-15,EVR,DTZ,45039.0,9230,415707890,96
2023-02-15,SIB,DTL,45450.0,3980,180890045,29
2023-02-15,SIB,DTM,44012.0,6890,303242160,72
2023-02-15,SIB,DTZ,50413.0,10855,547236105,126
2023-02-16,DAL,DTL,60052.0,0,0,0
2023-02-16,DAL,DTM,0.0,0,0,0
2023-02-16,DAL,DTZ,52995.0,10335,547708200,125
2023-02-16,EVR,DTL,44301.0,8520,377441550,60
2023-02-16,EVR,DTM,44472.0,16770,745802200,183
2023-02-16,EVR,DTZ,45304.0,6045,273861250,70
2023-02-16,SIB,DTL,45801.0,4505,206335310,42
2023-02-16,SIB,DTM,44295.0,6045,267764640,68
2023-02-16,SIB,DTZ,50759.0,10270,521294280,119
2023-02-17,DAL,DTL,60052.0,0,0,0
2023-02-17,DAL,DTM,0.0,0,0,0
2023-02-17,DAL,DTZ,53379.0,8450,451048975,124
2023-02-17,EVR,DTL,44480.0,7270,323369470,59
2023-02-17,EVR,DTM,44574.0,19695,877894095,191
2023-02-17,EVR,DTZ,45027.0,9555,430236885,100
2023-02-17,SIB,DTL,45945.0,5155,236845035,42
2023-02-17,SIB,DTM,44721.0,7410,331379035,67
2023-02-17,SIB,DTZ,50782.0,9035,458815240,124
2023-02-20,DAL,DTL,60052.0,0,0,0
2023-02-20,DAL,DTM,0.0,0,0,0
2023-02-20,DAL,DTZ,55193.0,6500,358756320,93
2023-02-20,EVR,DTL,44696.0,6490,290079555,59
2023-02-20,EVR,DTM,45198.0,22685,1025320465,246
2023-02-20,EVR,DTZ,45361.0,7085,321386195,75
2023-02-20,SIB,DTL,46681.0,4005,186958730,38
2023-02-20,SIB,DTM,45877.0,7475,342933890,89
2023-02-20,SIB,DTZ,52578.0,6825,358843615,96
2023-02-21,DAL,DTL,60052.0,0,0,0
2023-02-21,DAL,DTM,0.0,0,0,0
2023-02-21,DAL,DTZ,57042.0,4160,237294980,57
2023-02-21,EVR,DTL,46015.0,8870,408154430,69
2023-02-21,EVR,DTM,46034.0,22360,1029322905,261
2023-02-21,EVR,DTZ,46455.0,7605,353287610,93
2023-02-21,SIB,DTL,47299.0,4855,229637870,41
2023-02-21,SIB,DTM,46424.0,8645,401333075,104
2023-02-21,SIB,DTZ,52502.0,4875,255945820,65
2023-02-22,DAL,DTL,60052.0,0,0,0
2023-02-22,DAL,DTM,0.0,0,0,0
2023-02-22,DAL,DTZ,58539.0,4160,243520875,54
2023-02-22,EVR,DTL,46478.0,9185,426899205,77
2023-02-22,EVR,DTM,46869.0,21385,1002299870,237
2023-02-22,EVR,DTZ,47544.0,8190,389387960,93
2023-02-22,SIB,DTL,48035.0,4835,232251195,43
2023-02-22,SIB,DTM,47375.0,8710,412636250,111
2023-02-22,SIB,DTZ,54537.0,4420,241054775,57
2023-02-27,DAL,DTL,60052.0,0,0,0
2023-02-27,DAL,DTM,0.0,0,0,0
2023-02-27,DAL,DTZ,60326.0,3965,239192265,52
2023-02-27,EVR,DTL,47174.0,5920,279271785,55
2023-02-27,EVR,DTM,47722.0,19890,949186420,200
2023-02-27,EVR,DTZ,48241.0,7865,379419040,82
2023-02-27,SIB,DTL,49017.0,4470,219107990,39
2023-02-27,SIB,DTM,48581.0,8710,423144280,98
2023-02-27,SIB,DTZ,56015.0,4160,233021295,50
2023-02-28,DAL,DTL,60052.0,0,0,0
2023-02-28,DAL,DTM,0.0,0,0,0
2023-02-28,DAL,DTZ,61473.0,4160,255729240,55
2023-02-28,EVR,DTL,47527.0,6190,294191370,42
2023-02-28,EVR,DTM,48309.0,21905,1058211115,225
2023-02-28,EVR,DTZ,48973.0,7670,375621740,77
2023-02-28,SIB,DTL,49431.0,4475,221203460,30
2023-02-28,SIB,DTM,49379.0,8710,430092065,93
2023-02-28,SIB,DTZ,57703.0,4420,255047585,56
2023-03-01,DAL,DTL,60052.0,0,0,0
2023-03-01,DAL,DTM,0.0,0,0,0
2023-03-01,DAL,DTZ,64903.0,3510,227808425,53
2023-03-01,EVR,DTL,48282.0,5390,260242130,40
2023-03-01,EVR,DTM,48645.0,20020,973872055,214
2023-03-01,EVR,DTZ,49621.0,9555,474132620,80
2023-03-01,SIB,DTL,51037.0,4950,252634975,36
2023-03-01,SIB,DTM,48461.0,8125,393743285,88
2023-03-01,SIB,DTZ,61105.0,3445,210505230,52
2023-03-02,DAL,DTL,60052.0,0,0,0
2023-03-02,DAL,DTM,0.0,0,0,0
2023-03-02,DAL,DTZ,66950.0,3510,234995670,54
2023-03-02,EVR,DTL,49054.0,5960,292363860,40
2023-03-02,EVR,DTM,49622.0,19370,961173785,192
2023-03-02,EVR,DTZ,50231.0,7280,365683110,62
2023-03-02,SIB,DTL,51783.0,4790,248039420,28
2023-03-02,SIB,DTM,49945.0,9360,467489230,88
2023-03-02,SIB,DTZ,62860.0,3445,216553805,50
2023-03-03,DAL,DTL,60052.0,0,0,0
2023-03-03,DAL,DTM,0.0,0,0,0
2023-03-03,DAL,DTZ,68766.0,3510,241366970,54
2023-03-03,EVR,DTL,50166.0,5930,297486900,43
2023-03-03,EVR,DTM,51104.0,19175,979915755,180
2023-03-03,EVR,DTZ,50652.0,7215,365452100,69
2023-03-03,SIB,DTL,52332.0,4960,259567605,41
2023-03-03,SIB,DTM,51883.0,8385,435036680,81
2023-03-03,SIB,DTZ,62941.0,3900,245468405,54
2023-03-06,DAL,DTL,60052.0,0,0,0
2023-03-06,DAL,DTM,0.0,0,0,0
2023-03-06,DAL,DTZ,70873.0,3965,281010470,61
2023-03-06,EVR,DTL,51308.0,5430,278602600,42
2023-03-06,EVR,DTM,51873.0,19435,1008151885,222
2023-03-06,EVR,DTZ,51348.0,7800,400510955,80
2023-03-06,SIB,DTL,53349.0,4825,257409490,35
2023-03-06,SIB,DTM,52355.0,8190,428785500,95
2023-03-06,SIB,DTZ,64195.0,4745,304602935,62
2023-03-07,DAL,DTL,60052.0,0,0,0
2023-03-07,DAL,DTM,0.0,0,0,0
2023-03-07,DAL,DTZ,70489.0,3835,270326810,50
2023-03-07,EVR,DTL,52055.0,5530,287863895,38
2023-03-07,EVR,DTM,51830.0,20280,1051117925,227
2023-03-07,EVR,DTZ,51765.0,7085,366758210,70
2023-03-07,SIB,DTL,54139.0,4625,250393475,36
2023-03-07,SIB,DTM,52461.0,8710,456937845,91
2023-03-07,SIB,DTZ,65584.0,3965,260038935,47
2023-03-09,DAL,DTL,60052.0,0,0,0
2023-03-09,DAL,DTM,0.0,0,0,0
2023-03-09,DAL,DTZ,63553.0,2275,144582165,26
2023-03-09,EVR,DTL,51446.0,5905,303786445,60
2023-03-09,EVR,DTM,50385.0,16705,841674860,206
2023-03-09,EVR,DTZ,51724.0,4160,215173010,38
2023-03-09,SIB,DTL,53093.0,6410,340326220,63
2023-03-09,SIB,DTM,51946.0,6240,324145120,72
2023-03-09,SIB,DTZ,61195.0,2860,175018350,34
2023-03-10,DAL,DTL,60052.0,0,0,0
2023-03-10,DAL,DTM,0.0,0,0,0
2023-03-10,DAL,DTZ,63898.0,3315,211820245,42
2023-03-10,EVR,DTL,48757.0,5305,258655800,56
2023-03-10,EVR,DTM,49005.0,18330,898262820,206
2023-03-10,EVR,DTZ,50580.0,5330,269591920,45
2023-03-10,SIB,DTL,50261.0,6405,321919140,69
2023-03-10,SIB,DTM,50634.0,6695,338997360,76
2023-03-10,SIB,DTZ,59354.0,4940,293207330,54
2023-03-13,DAL,DTL,60052.0,0,0,0
2023-03-13,DAL,DTM,0.0,0,0,0
2023-03-13,DAL,DTZ,63163.0,3315,209385410,39
2023-03-13,EVR,DTL,47378.0,4810,227889545,46
2023-03-13,EVR,DTM,47851.0,18135,867772295,201
2023-03-13,EVR,DTZ,50135.0,5590,280254455,51
2023-03-13,SIB,DTL,49612.0,6275,311318360,54
2023-03-13,SIB,DTM,49471.0,6890,340854020,78
2023-03-13,SIB,DTZ,59479.0,4485,266762795,49
2023-03-14,DAL,DTL,60052.0,0,0,0
2023-03-14,DAL,DTM,0.0,0,0,0
2023-03-14,DAL,DTZ,64106.0,2275,145842125,35
2023-03-14,EVR,DTL,46775.0,16680,780201955,131
2023-03-14,EVR,DTM,47302.0,16380,774803185,195
2023-03-14,EVR,DTZ,49424.0,6500,321253400,59
2023-03-14,SIB,DTL,48019.0,11240,539735515,90
2023-03-14,SIB,DTM,50887.0,7475,380382340,91
2023-03-14,SIB,DTZ,57121.0,4095,233912510,51
2023-03-15,DAL,DTL,60052.0,0,0,0
2023-03-15,DAL,DTM,0.0,0,0,0
2023-03-15,DAL,DTZ,65357.0,2405,157183650,34
2023-03-15,EVR,DTL,47360.0,17165,812926735,159
2023-03-15,EVR,DTM,47588.0,14820,705257605,157
2023-03-15,EVR,DTZ,50159.0,5070,254306845,50
2023-03-15,SIB,DTL,48652.0,7540,366836005,61
2023-03-15,SIB,DTM,52030.0,6175,321286810,63
2023-03-15,SIB,DTZ,56390.0,5330,300558245,62
2023-03-16,DAL,DTL,60052.0,0,0,0
2023-03-16,DAL,DTM,0.0,0,0,0
2023-03-16,DAL,DTZ,67272.0,2405,161789680,36
2023-03-16,EVR,DTL,48253.0,17860,861800795,165
2023-03-16,EVR,DTM,48203.0,13650,657966725,149
2023-03-16,EVR,DTZ,50498.0,5590,282284470,47
2023-03-16,SIB,DTL,49638.0,8140,404054920,57
2023-03-16,SIB,DTM,52156.0,6500,339015235,71
2023-03-16,SIB,DTZ,58506.0,4680,273807820,56
2023-03-17,DAL,DTL,60052.0,0,0,0
2023-03-17,DAL,DTM,0.0,0,0,0
2023-03-17,DAL,DTZ,68279.0,2405,164211580,36
2023-03-17,EVR,DTL,48895.0,17175,839770270,141
2023-03-17,EVR,DTM,49561.0,13260,657177040,130
2023-03-17,EVR,DTZ,50888.0,4810,244769200,39
2023-03-17,SIB,DTL,50713.0,8005,405955795,52
2023-03-17,SIB,DTM,53380.0,6435,343502705,71
2023-03-17,SIB,DTZ,60391.0,4160,251225780,55
2023-03-20,DAL,DTL,60052.0,0,0,0
2023-03-20,DAL,DTM,0.0,0,0,0
2023-03-20,DAL,DTZ,67818.0,2405,163101250,37
2023-03-20,EVR,DTL,48861.0,16145,788866525,170
2023-03-20,EVR,DTM,49822.0,9815,489006375,105
2023-03-20,EVR,DTZ,50639.0,4745,240282055,35
2023-03-20,SIB,DTL,51555.0,7510,387181660,64
2023-03-20,SIB,DTM,53340.0,6825,364045760,77
2023-03-20,SIB,DTZ,60319.0,4160,250925155,51
2023-03-21,DAL,DTL,53122.0,3055,162287970,25
2023-03-21,DAL,DTM,0.0,0,0,0
2023-03-21,DAL,DTZ,64407.0,2405,154899550,34
2023-03-21,EVR,DTL,47743.0,23180,1106676660,236
2023-03-21,EVR,DTM,48224.0,13975,673929295,149
2023-03-21,EVR,DTZ,49898.0,1625,81083665,18
2023-03-21,SIB,DTL,49836.0,10195,508079740,86
2023-03-21,SIB,DTM,51479.0,5850,301154360,63
2023-03-21,SIB,DTZ,62053.0,2860,177470150,39
2023-03-22,DAL,DTL,55686.0,4485,249753920,47
2023-03-22,DAL,DTM,0.0,0,0,0
2023-03-22,DAL,DTZ,66029.0,1170,77253865,18
2023-03-22,EVR,DTL,48523.0,30345,1472418170,291
2023-03-22,EVR,DTM,48224.0,0,0,0
2023-03-22,EVR,DTZ,50224.0,2015,101201880,19
2023-03-22,SIB,DTL,51533.0,13475,694406165,138
2023-03-22,SIB,DTM,51479.0,0,0,0
2023-03-22,SIB,DTZ,55444.0,2080,115323065,21
2023-03-23,DAL,DTL,56739.0,4615,261851330,50
2023-03-23,DAL,DTM,0.0,0,0,0
2023-03-23,DAL,DTZ,66844.0,1170,78207155,18
2023-03-23,EVR,DTL,48525.0,30600,1484875990,313
2023-03-23,EVR,DTM,49088.0,1885,92531530,24
2023-03-23,EVR,DTZ,49593.0,3120,154729640,24
2023-03-23,SIB,DTL,51485.0,15010,772783305,149
2023-03-23,SIB,DTM,51519.0,2990,154040575,31
2023-03-23,SIB,DTZ,58171.0,1430,83184855,17
2023-03-24,DAL,DTL,57454.0,4615,265150730,42
2023-03-24,DAL,DTM,0.0,0,0,0
2023-03-24,DAL,DTZ,68064.0,1235,84059365,18
2023-03-24,EVR,DTL,48488.0,29330,1422142450,319
2023-03-24,EVR,DTM,49088.0,0,0,0
2023-03-24,EVR,DTZ,49740.0,2145,106691650,20
2023-03-24,SIB,DTL,52018.0,14460,752182590,138
2023-03-24,SIB,DTM,51519.0,0,0,0
2023-03-24,SIB,DTZ,58649.0,1560,91492180,17
2023-03-27,DAL,DTL,57454.0,0,0,0
2023-03-27,DAL,DTM,0.0,0,0,0
2023-03-27,DAL,DTZ,68729.0,1235,84880575,19
2023-03-27,EVR,DTL,48455.0,30965,1500406010,331
2023-03-27,EVR,DTM,49088.0,0,0,0
2023-03-27,EVR,DTZ,49515.0,2210,109428410,24
2023-03-27,SIB,DTL,50905.0,14255,725652125,152
2023-03-27,SIB,DTM,51519.0,0,0,0
2023-03-27,SIB,DTZ,61012.0,1300,79315730,18
2023-03-28,DAL,DTL,55551.0,4290,238311775,42
2023-03-28,DAL,DTM,0.0,0,0,0
2023-03-28,DAL,DTZ,69298.0,1235,85583290,17
2023-03-28,EVR,DTL,48227.0,29900,1441972520,331
2023-03-28,EVR,DTM,49088.0,0,0,0
2023-03-28,EVR,DTZ,50260.0,7670,385493680,26
2023-03-28,SIB,DTL,50489.0,15910,803275830,154
2023-03-28,SIB,DTM,51519.0,0,0,0
2023-03-28,SIB,DTZ,62991.0,1105,69605380,13
2023-03-29,DAL,DTL,55551.0,0,0,0
2023-03-29,DAL,DTM,0.0,0,0,0
2023-03-29,DAL,DTZ,67430.0,1235,83275920,15
2023-03-29,EVR,DTL,48081.0,33875,1628751515,327
2023-03-29,EVR,DTM,49088.0,0,0,0
2023-03-29,EVR,DTZ,51244.0,2080,106587000,15
2023-03-29,SIB,DTL,50438.0,15365,774986410,143
2023-03-29,SIB,DTM,51519.0,0,0,0
2023-03-29,SIB,DTZ,60602.0,1105,66965145,11
2023-03-30,DAL,DTL,55551.0,0,0,0
2023-03-30,DAL,DTM,0.0,0,0,0
2023-03-30,DAL,DTZ,65811.0,1235,81276390,14
2023-03-30,EVR,DTL,48247.0,35015,1689368530,318
2023-03-30,EVR,DTM,49088.0,0,0,0
2023-03-30,EVR,DTZ,50841.0,3250,165231950,14
2023-03-30,SIB,DTL,50815.0,16205,823461065,160
2023-03-30,SIB,DTM,51519.0,0,0,0
2023-03-30,SIB,DTZ,60214.0,1040,62622105,10
2023-03-31,DAL,DTL,56481.0,4290,242305505,46
2023-03-31,DAL,DTM,0.0,0,0,0
2023-03-31,DAL,DTZ,65850.0,1105,72764445,15
2023-03-31,EVR,DTL,49049.0,33530,1644598095,322
2023-03-31,EVR,DTM,49088.0,0,0,0
2023-03-31,EVR,DTZ,51052.0,4290,219012365,28
2023-03-31,SIB,DTL,51670.0,16600,857717025,164
2023-03-31,SIB,DTM,51519.0,0,0,0
2023-03-31,SIB,DTZ,60357.0,910,54924545,12
2023-04-03,DAL,DTL,57880.0,5525,319788300,64
2023-04-03,DAL,DTM,0.0,0,0,0
2023-04-03,DAL,DTZ,0.0,0,0,0
2023-04-03,EVR,DTL,49763.0,30995,1542408785,298
2023-04-03,EVR,DTM,0.0,0,0,0
2023-04-03,EVR,DTZ,0.0,0,0,0
2023-04-03,SIB,DTL,52643.0,15715,827279615,155
2023-04-03,SIB,DTM,0.0,0,0,0
2023-04-03,SIB,DTZ,0.0,0,0,0
2023-04-04,DAL,DTL,58617.0,5590,327667145,63
2023-04-04,DAL,DTM,0.0,0,0,0
2023-04-04,DAL,DTZ,0.0,0,0,0
2023-04-04,EVR,DTL,50197.0,33190,1666027430,308
2023-04-04,EVR,DTM,0.0,0,0,0
2023-04-04,EVR,DTZ,0.0,0,0,0
2023-04-04,SIB,DTL,52840.0,17875,944512765,170
2023-04-04,SIB,DTM,0.0,0,0,0
2023-04-04,SIB,DTZ,0.0,0,0,0
2023-04-05,DAL,DTL,60124.0,5655,339999855,59
2023-04-05,DAL,DTM,0.0,0,0,0
2023-04-05,DAL,DTZ,0.0,0,0,0
2023-04-05,EVR,DTL,50907.0,33530,1706917535,307
2023-04-05,EVR,DTM,0.0,0,0,0
2023-04-05,EVR,DTZ,0.0,0,0,0
2023-04-05,SIB,DTL,53758.0,18355,986727260,165
2023-04-05,SIB,DTM,0.0,0,0,0
2023-04-05,SIB,DTZ,0.0,0,0,0
2023-04-06,DAL,DTL,60615.0,5785,350660310,62
2023-04-06,DAL,DTM,0.0,0,0,0
2023-04-06,DAL,DTZ,0.0,0,0,0
2023-04-06,EVR,DTL,50362.0,30080,1514899925,293
2023-04-06,EVR,DTM,0.0,0,0,0
2023-04-06,EVR,DTZ,0.0,0,0,0
2023-04-06,SIB,DTL,53196.0,17700,941569530,152
2023-04-06,SIB,DTM,0.0,0,0,0
2023-04-06,SIB,DTZ,0.0,0,0,0
2023-04-07,DAL,DTL,61317.0,6240,382615350,66
2023-04-07,DAL,DTM,0.0,0,0,0
2023-04-07,DAL,DTZ,0.0,0,0,0
2023-04-07,EVR,DTL,50043.0,32450,1623896850,311
2023-04-07,EVR,DTM,0.0,0,0,0
2023-04-07,EVR,DTZ,0.0,0,0,0
2023-04-07,SIB,DTL,53182.0,18840,1001947930,171
2023-04-07,SIB,DTM,0.0,0,0,0
2023-04-07,SIB,DTZ,0.0,0,0,0
2023-04-10,DAL,DTL,60631.0,5850,354690635,71
2023-04-10,DAL,DTM,0.0,0,0,0
2023-04-10,DAL,DTZ,0.0,0,0,0
2023-04-10,EVR,DTL,49781.0,31570,1571599775,319
2023-04-10,EVR,DTM,0.0,0,0,0
2023-04-10,EVR,DTZ,0.0,0,0,0
2023-04-10,SIB,DTL,53188.0,18420,979725860,185
2023-04-10,SIB,DTM,0.0,0,0,0
2023-04-10,SIB,DTZ,0.0,0,0,0
2023-04-11,DAL,DTL,56207.0,3705,208246675,27
2023-04-11,DAL,DTM,0.0,0,0,0
2023-04-11,DAL,DTZ,0.0,0,0,0
2023-04-11,EVR,DTL,49444.0,29610,1464035630,326
2023-04-11,EVR,DTM,0.0,0,0,0
2023-04-11,EVR,DTZ,0.0,0,0,0
2023-04-11,SIB,DTL,51364.0,14540,746829430,133
2023-04-11,SIB,DTM,0.0,0,0,0
2023-04-11,SIB,DTZ,0.0,0,0,0
2023-04-12,DAL,DTL,59479.0,6955,413677225,79
2023-04-12,DAL,DTM,0.0,0,0,0
2023-04-12,DAL,DTZ,0.0,0,0,0
2023-04-12,EVR,DTL,49584.0,32015,1587439380,291
2023-04-12,EVR,DTM,0.0,0,0,0
2023-04-12,EVR,DTZ,0.0,0,0,0
2023-04-12,SIB,DTL,53342.0,17360,926021360,167
2023-04-12,SIB,DTM,0.0,0,0,0
2023-04-12,SIB,DTZ,0.0,0,0,0
2023-04-13,DAL,DTL,58737.0,5850,343608850,58
2023-04-13,DAL,DTM,0.0,0,0,0
2023-04-13,DAL,DTZ,0.0,0,0,0
2023-04-13,EVR,DTL,49759.0,34325,1707973055,320
2023-04-13,EVR,DTM,0.0,0,0,0
2023-04-13,EVR,DTZ,0.0,0,0,0
2023-04-13,SIB,DTL,52174.0,15935,831384995,156
2023-04-13,SIB,DTM,0.0,0,0,0
2023-04-13,SIB,DTZ,0.0,0,0,0
2023-04-14,DAL,DTL,58207.0,7930,461584565,89
2023-04-14,DAL,DTM,0.0,0,0,0
2023-04-14,DAL,DTZ,0.0,0,0,0
2023-04-14,EVR,DTL,49608.0,33055,1639779335,337
2023-04-14,EVR,DTM,0.0,0,0,0
2023-04-14,EVR,DTZ,0.0,0,0,0
2023-04-14,SIB,DTL,52061.0,20905,1088342985,205
2023-04-14,SIB,DTM,0.0,0,0,0
2023-04-14,SIB,DTZ,0.0,0,0,0
2023-04-17,DAL,DTL,58066.0,7865,456688310,86
2023-04-17,DAL,DTM,0.0,0,0,0
2023-04-17,DAL,DTZ,0.0,0,0,0
2023-04-17,EVR,DTL,49546.0,29705,1471765140,305
2023-04-17,EVR,DTM,0.0,0,0,0
2023-04-17,EVR,DTZ,0.0,0,0,0
2023-04-17,SIB,DTL,52395.0,18075,947031725,181
2023-04-17,SIB,DTM,0.0,0,0,0
2023-04-17,SIB,DTZ,0.0,0,0,0
2023-04-18,DAL,DTL,57862.0,6565,379861885,75
2023-04-18,DAL,DTM,0.0,0,0,0
2023-04-18,DAL,DTZ,0.0,0,0,0
2023-04-18,EVR,DTL,49385.0,31890,1574895640,311
2023-04-18,EVR,DTM,0.0,0,0,0
2023-04-18,EVR,DTZ,0.0,0,0,0
2023-04-18,SIB,DTL,51368.0,18670,959044210,176
2023-04-18,SIB,DTM,0.0,0,0,0
2023-04-18,SIB,DTZ,0.0,0,0,0
2023-04-19,DAL,DTL,58024.0,7215,418646280,66
2023-04-19,DAL,DTM,0.0,0,0,0
2023-04-19,DAL,DTZ,0.0,0,0,0
2023-04-19,EVR,DTL,49338.0,31290,1543781935,317
2023-04-19,EVR,DTM,0.0,0,0,0
2023-04-19,EVR,DTZ,0.0,0,0,0
2023-04-19,SIB,DTL,51438.0,18375,945179160,182
2023-04-19,SIB,DTM,0.0,0,0,0
2023-04-19,SIB,DTZ,0.0,0,0,0
2023-04-20,DAL,DTL,55785.0,6110,340847520,60
2023-04-20,DAL,DTM,0.0,0,0,0
2023-04-20,DAL,DTZ,0.0,0,0,0
2023-04-20,EVR,DTL,49706.0,29620,1472296645,284
2023-04-20,EVR,DTM,0.0,0,0,0
2023-04-20,EVR,DTZ,0.0,0,0,0
2023-04-20,SIB,DTL,51883.0,18235,946086055,161
2023-04-20,SIB,DTM,0.0,0,0,0
2023-04-20,SIB,DTZ,0.0,0,0,0
2023-04-21,DAL,DTL,58455.0,7085,414155950,77
2023-04-21,DAL,DTM,0.0,0,0,0
2023-04-21,DAL,DTZ,0.0,0,0,0
2023-04-21,EVR,DTL,50092.0,28870,1446167325,284
2023-04-21,EVR,DTM,0.0,0,0,0
2023-04-21,EVR,DTZ,0.0,0,0,0
2023-04-21,SIB,DTL,52833.0,17450,921929115,166
2023-04-21,SIB,DTM,0.0,0,0,0
2023-04-21,SIB,DTZ,0.0,0,0,0
2023-04-24,DAL,DTL,58407.0,7865,459372160,74
